SYMBOL, SERIES,DATE, PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
AXISTECETF, EQ, 04-Nov-2022,297.48,297.48,297.97,293.16,297.33,295.71,293.72,4948,14.53,101,3750,75.79
AXITA, EQ, 04-Nov-2022,37.8,38,38.1,36.6,37.7,37.75,37.62,507712,191.01,2818,374949,73.85
AYMSYNTEX, EQ, 04-Nov-2022,83.8,83.9,85.95,82.75,84.4,83.85,84.11,24323,20.46,484,15008,61.7
BAFNAPH, BE, 04-Nov-2022,101.4,100.3,103,100.3,103,103,102.76,168,0.17,9, -, -
BAGFILMS, BE, 04-Nov-2022,5.4,5.5,5.5,5.3,5.4,5.4,5.37,77396,4.15,166, -, -
BAJAJ-AUTO, EQ, 04-Nov-2022,3773.5,3779.45,3809.9,3762.9,3775,3771.1,3785.76,230932,8742.54,15211,122220,52.92
BAJAJCON, EQ, 04-Nov-2022,157.95,158,159.75,157,157.25,157.8,158.23,251237,397.53,4292,158379,63.04
BAJAJELEC, EQ, 04-Nov-2022,1159.85,1164.5,1170,1150,1157,1153.35,1159.21,38209,442.92,3725,16331,42.74
BAJAJFINSV, EQ, 04-Nov-2022,1723.5,1722.9,1805,1721.05,1800.65,1800.7,1781.95,6981242,124402.54,167821,3056733,43.78
BAJAJHCARE, EQ, 04-Nov-2022,364.65,364.7,367.95,358,364.5,364.9,364.52,20689,75.42,1270,15316,74.03
BAJAJHIND, EQ, 04-Nov-2022,10.6,10.6,10.7,10.5,10.6,10.55,10.59,2157697,228.59,3133,1102635,51.1
BAJAJHLDNG, EQ, 04-Nov-2022,6740.5,6740,6777.9,6670,6695,6722.1,6719.36,51396,3453.48,9822,26848,52.24
BAJFINANCE, EQ, 04-Nov-2022,7121.6,7121.6,7224.9,7121.6,7212,7212,7184.36,921925,66234.43,71236,411105,44.59
BALAJITELE, EQ, 04-Nov-2022,48.65,49.5,49.55,47.95,48.2,48.3,48.68,90234,43.93,642,49941,55.35
BALAMINES, EQ, 04-Nov-2022,3080.4,3080,3100,3050,3072.05,3070.95,3068.72,23129,709.77,4014,11622,50.25
BALAXI, BE, 04-Nov-2022,601.15,600,620,597.05,620,617.75,609.99,2367,14.44,99, -, -
BALKRISHNA, EQ, 04-Nov-2022,35.45,34.95,36.9,34.75,36.9,36.35,35.92,23490,8.44,265,15798,67.25
BALKRISIND, EQ, 04-Nov-2022,1895.6,1895,1920.6,1893.05,1915.8,1915.7,1908.2,182035,3473.59,14458,75499,41.47
BALLARPUR, BZ, 04-Nov-2022,1.2,1.25,1.25,1.25,1.25,1.25,1.25,656761,8.21,161, -, -
BALMLAWRIE, EQ, 04-Nov-2022,115.15,116.45,117,113.75,114,114.1,115.45,379956,438.67,6433,195160,51.36
BALPHARMA, EQ, 04-Nov-2022,93.7,94.55,94.55,93.1,94,94.05,93.85,16353,15.35,235,13218,80.83
BALRAMCHIN, EQ, 04-Nov-2022,337.85,339,340.45,336.7,337.5,337.65,338.13,809266,2736.39,13577,290309,35.87
BANARBEADS, EQ, 04-Nov-2022,82,82.6,84.2,82,83.1,83.4,82.54,5247,4.33,109,4315,82.24
BANARISUG, EQ, 04-Nov-2022,2832.8,2850,2875,2817.1,2817.5,2822,2836.58,346,9.81,139,201,58.09
BANCOINDIA, EQ, 04-Nov-2022,192.45,192.05,198.45,191.05,193.9,195.25,195.77,147182,288.14,5022,67922,46.15
BANDHANBNK, EQ, 04-Nov-2022,233.65,234.85,236,227.5,228.1,228,230.23,13714514,31574.96,115778,5953365,43.41
BANG, EQ, 04-Nov-2022,54.45,54.15,55.9,52.3,53.35,53.35,53.64,65097,34.92,1153,33120,50.88
BANKA, EQ, 04-Nov-2022,72.15,72.25,73.9,71.65,72.05,72.35,72.89,2050,1.49,87,1251,61.02
BANKBARODA, EQ, 04-Nov-2022,148.15,148.9,149.65,143.6,144.9,144.55,146.43,23545798,34477.21,84861,7164430,30.43
BANKBEES, EQ, 04-Nov-2022,417.38,418.99,421,415.2,417.21,417,416.98,478743,1996.25,6933,232251,48.51
BANKINDIA, EQ, 04-Nov-2022,64,65.4,68,65.35,67.5,66.95,66.66,51275333,34182.57,81587,23104501,45.06
BANSWRAS, EQ, 04-Nov-2022,99.05,100,100.85,97.15,99,98.95,99.41,28566,28.4,580,21525,75.35
BARBEQUE, EQ, 04-Nov-2022,1105.45,1112.8,1141,1108.4,1124.85,1124.35,1128.76,108906,1229.28,9828,48593,44.62
BARTRONICS, BZ, 04-Nov-2022,3.65,3.6,3.65,3.5,3.55,3.5,3.52,92560,3.25,67, -, -
BASF, EQ, 04-Nov-2022,2846.8,2855,2878,2735,2755,2747.6,2768.63,48754,1349.82,9125,28173,57.79
BASML, EQ, 04-Nov-2022,49.3,49.75,50.15,48.95,50.15,49.95,49.53,49527,24.53,525,34405,69.47
BATAINDIA, EQ, 04-Nov-2022,1832.1,1831.7,1839.4,1800,1809,1811.6,1813.56,211896,3842.86,15398,112545,53.11
BAYERCROP, EQ, 04-Nov-2022,4620.85,4629.7,4680,4619.7,4637.3,4645.05,4649.68,12017,558.75,4055,8304,69.1
BBETF0432, EQ, 04-Nov-2022,1010.69,1014.9,1014.9,1011,1011.2,1011.67,1013.11,2680,27.15,40,2114,78.88
BBL, EQ, 04-Nov-2022,2252.1,2263.35,2285.95,2201.3,2210,2209.6,2235.82,17670,395.07,3251,9820,55.57
BBOX, EQ, 04-Nov-2022,154.4,156.85,156.85,153.3,154.5,154.35,155.19,21783,33.81,764,12884,59.15
BBTC, EQ, 04-Nov-2022,870.35,870.35,879.35,869.3,877.4,877.85,874.02,14871,129.97,1565,8299,55.81
BBTCL, SM, 04-Nov-2022,265,255,260,255,260,260,259,5000,12.95,5,4000,80
BCG, EQ, 04-Nov-2022,33.8,33.85,34.3,33.5,33.65,33.75,33.83,8657778,2928.5,12515,5518454,63.74
BCLIND, EQ, 04-Nov-2022,332.4,338.9,338.9,330,331.9,332,331.99,14541,48.27,730,8651,59.49
BCONCEPTS, BE, 04-Nov-2022,180.75,180.75,186.9,175.3,184,184,182.36,3621,6.6,37, -, -
BCP, EQ, 04-Nov-2022,5.15,5.15,5.35,5.1,5.2,5.15,5.21,476519,24.81,419,274778,57.66
BDL, EQ, 04-Nov-2022,975.85,980,987,969.3,977.25,980.05,978.84,866720,8483.81,23391,291095,33.59
BEARDSELL, EQ, 04-Nov-2022,22.6,23,23.3,22.2,22.5,22.55,22.59,21795,4.92,217,16667,76.47
BECTORFOOD, EQ, 04-Nov-2022,382.3,382.5,389,381.5,385,386.15,386.14,107994,417.01,4284,31773,29.42
BEDMUTHA, EQ, 04-Nov-2022,68.1,66.3,73.95,66.3,69.9,69.25,71.29,69027,49.21,964,19542,28.31
BEL, EQ, 04-Nov-2022,109.95,110.6,111.4,108.6,109,108.95,109.41,22356935,24459.74,66104,14612512,65.36
BEML, EQ, 04-Nov-2022,1522,1525.5,1566.85,1525.5,1549.95,1549.5,1551.22,55630,862.95,6058,23651,42.51
BEPL, EQ, 04-Nov-2022,109.3,109.5,110.5,109.15,109.85,109.45,109.73,97950,107.48,1849,56690,57.88
BERGEPAINT, EQ, 04-Nov-2022,606.7,609,610.5,599.45,604.95,604.25,604.42,508475,3073.31,23038,176102,34.63
BESTAGRO, EQ, 04-Nov-2022,1565.6,1571,1622.2,1555,1582,1575.8,1574.15,522114,8218.87,11010,319994,61.29
BETA, SM, 04-Nov-2022,723.45,720,734,720,734,734,728.86,1400,10.2,7,1200,85.71
BEWLTD, SM, 04-Nov-2022,815,810,829.95,810,829.95,828,821.57,3000,24.65,12,2750,91.67
BFINVEST, EQ, 04-Nov-2022,283.55,284.7,288,283,287.85,286.25,285.55,10424,29.77,593,6997,67.12
BFUTILITIE, EQ, 04-Nov-2022,390.15,391.1,393.5,386.25,392.95,390.55,389.75,146035,569.17,5117,42336,28.99
BGRENERGY, EQ, 04-Nov-2022,71.9,72.1,73.25,72,72.4,72.6,72.57,55400,40.2,687,33793,61
BHAGCHEM, EQ, 04-Nov-2022,1400.7,1385,1449,1385,1444,1439.7,1423.53,41668,593.16,2118,26930,64.63
BHAGERIA, EQ, 04-Nov-2022,161.6,161.6,164.9,158.4,161.95,162.35,161.91,24983,40.45,1034,12375,49.53
BHAGYANGR, EQ, 04-Nov-2022,48.35,48.35,53.95,48.35,49.05,49.65,50.29,41585,20.91,575,17241,41.46
BHAGYAPROP, EQ, 04-Nov-2022,40.25,40,41,39.7,40.5,40.55,40.61,11080,4.5,62,9128,82.38
BHANDARI, EQ, 04-Nov-2022,5.05,5.2,5.25,5.15,5.25,5.25,5.22,160066,8.36,339,135288,84.52
BHARATFORG, EQ, 04-Nov-2022,857.2,858,861.7,846.1,856,854.9,851.36,928799,7907.46,36594,382413,41.17
BHARATGEAR, EQ, 04-Nov-2022,138.95,140.75,146.55,138.3,143.45,144.3,143.56,228617,328.21,5140,130961,57.28
BHARATRAS, EQ, 04-Nov-2022,11013.3,11068.4,11128.7,11000.05,11035,11046.4,11057.81,427,47.22,308,219,51.29
BHARATWIRE, EQ, 04-Nov-2022,114.25,115.9,116.5,113.1,113.55,113.9,114.79,67884,77.92,1629,48398,71.3
BHARTIARTL, EQ, 04-Nov-2022,818.65,815.7,821.8,809.2,816.1,816.4,814.59,3768226,30695.42,90470,2243180,59.53
BHEL, EQ, 04-Nov-2022,75.35,75.45,77.45,75.35,76.05,76.05,76.2,28838769,21974.86,50132,9752329,33.82
BIGBLOC, BE, 04-Nov-2022,139.9,139.9,145,137.5,139,139.75,141.45,17622,24.93,296, -, -
BIL, EQ, 04-Nov-2022,205.45,207.55,208.8,205.2,206.6,206.65,207.03,1493,3.09,76,1025,68.65
BINDALAGRO, EQ, 04-Nov-2022,26.4,26.6,27.8,26.25,26.45,26.4,26.84,319897,85.85,939,187385,58.58
BIOCON, EQ, 04-Nov-2022,279.75,280.8,281.8,273.15,274,274,275.48,2172686,5985.37,27670,825918,38.01
BIOFILCHEM, EQ, 04-Nov-2022,54.7,54.7,57.4,54.7,55.8,55.4,56.11,53324,29.92,1260,20484,38.41
BIRET, RR, 04-Nov-2022,302.55,305,307.95,297.5,299.9,299.9,300.7,119335,358.84,5285,102892,86.22
BIRLACABLE, EQ, 04-Nov-2022,146.8,148.45,151.8,145,150.3,149.7,149.03,200148,298.28,4026,114333,57.12
BIRLACORPN, EQ, 04-Nov-2022,966.85,972.2,986.9,959,970.05,972.4,973.12,153648,1495.18,11126,60937,39.66
BIRLAMONEY, EQ, 04-Nov-2022,60.9,61.35,61.75,60.8,61.05,61.15,61.17,48218,29.49,710,30674,63.62
BKMINDST, BZ, 04-Nov-2022,1.3,1.3,1.35,1.25,1.35,1.35,1.33,14044,0.19,36, -, -
BLBLIMITED, EQ, 04-Nov-2022,19.55,19.35,19.7,19.25,19.35,19.5,19.48,17290,3.37,133,9933,57.45
BLISSGVS, EQ, 04-Nov-2022,74.8,75,76.3,74.6,75.5,75.6,75.42,63064,47.56,1027,34281,54.36
BLKASHYAP, EQ, 04-Nov-2022,28.65,29.1,29.15,28.25,28.5,28.55,28.77,137856,39.66,508,79070,57.36
BLS, EQ, 04-Nov-2022,339,340,342.95,333.05,335.95,335.2,337.11,861375,2903.81,33128,386341,44.85
BLUEDART, EQ, 04-Nov-2022,7289.75,7250,7289.75,7133.5,7157,7172.5,7207.71,31334,2258.46,8774,17337,55.33
BLUESTARCO, EQ, 04-Nov-2022,1221.55,1233.9,1241.95,1200.85,1222.35,1223,1224.99,88391,1082.78,12083,45900,51.93
BMETRICS, SM, 04-Nov-2022,2241,2299,2325,2220,2230.05,2225,2274.61,1000,22.75,5,800,80
BODALCHEM, EQ, 04-Nov-2022,81.8,82.25,82.45,81.2,81.65,81.7,81.72,168877,138,2290,100064,59.25
BOHRAIND, BE, 04-Nov-2022,87.5,91.85,91.85,91.85,91.85,91.85,91.85,100,0.09,1, -, -
BOMDYEING, EQ, 04-Nov-2022,83.3,83.5,84.15,82.4,83.65,83.6,83.24,1054241,877.55,6121,331272,31.42
BOROLTD, EQ, 04-Nov-2022,405.35,402,419.8,402,419.4,417.8,411.79,249009,1025.4,8899,67533,27.12
BORORENEW, EQ, 04-Nov-2022,575.45,577,585,570.1,577.5,577.95,576.68,193848,1117.87,9175,66367,34.24
BOSCHLTD, EQ, 04-Nov-2022,16557.9,16591,16591,16108.55,16255.6,16322.25,16331.54,50207,8199.58,11772,27868,55.51
BPCL, EQ, 04-Nov-2022,305.1,305.55,305.55,298.8,302,301.35,301.03,3839115,11556.74,67838,1791621,46.67
BPL, EQ, 04-Nov-2022,69.35,69.75,69.75,68.5,68.65,68.75,69.01,42151,29.09,825,26180,62.11
BRIGADE, EQ, 04-Nov-2022,496.35,498.3,506,496.5,498.35,499.2,499.81,68649,343.11,6417,30413,44.3
BRIGHT, SM, 04-Nov-2022,5,5.2,5.2,4.8,5,5,4.94,30000,1.48,10,21000,70
BRITANNIA, EQ, 04-Nov-2022,3748.05,3748.05,3814.95,3746.15,3796.85,3804.2,3774.75,258490,9757.35,21294,146354,56.62
BRITANNIA, N3, 04-Nov-2022,28.71,28.45,28.74,28.45,28.56,28.54,28.52,1780,0.51,106,1696,95.28
BRNL, EQ, 04-Nov-2022,33.55,33.55,36.4,33.5,35.3,35.05,35.11,196118,68.86,1761,82287,41.96
BROOKS, BE, 04-Nov-2022,110.2,112,115.6,110.7,112.65,112.65,113.65,10353,11.77,133, -, -
BSE, EQ, 04-Nov-2022,592.85,594,607.3,593.25,602.9,602.45,601.44,507997,3055.28,16386,214575,42.24
BSHSL, BE, 04-Nov-2022,106.05,108,108,105.25,106.9,106.3,106.14,148975,158.12,293, -, -
BSL, EQ, 04-Nov-2022,140.65,141.5,154.35,141.05,151,151.15,149.38,70657,105.55,2114,34667,49.06
BSLGOLDETF, EQ, 04-Nov-2022,45.44,45.92,45.92,45.51,45.6,45.61,45.63,10976,5.01,115,6099,55.57
BSLNIFTY, EQ, 04-Nov-2022,20.27,20.42,20.52,20.24,20.4,20.36,20.32,45917,9.33,497,32835,71.51
BSLSENETFG, EQ, 04-Nov-2022,58.41,59.5,59.5,58.51,58.6,58.62,58.7,570,0.33,54,375,65.79
BSOFT, EQ, 04-Nov-2022,278,278.85,279.4,272,273.8,274.1,274.1,1437224,3939.48,23731,601509,41.85
BTML, SM, 04-Nov-2022,62.9,62.9,62.9,62.9,62.9,62.9,62.9,30000,18.87,1,30000,100
BURNPUR, EQ, 04-Nov-2022,5.15,5.25,5.25,5.05,5.1,5.1,5.16,248473,12.82,374,118047,47.51
BUTTERFLY, EQ, 04-Nov-2022,1590.45,1644.9,1644.95,1588,1609.5,1599.85,1604.1,3329,53.4,1089,1666,50.05
BVCL, BE, 04-Nov-2022,23.65,23.65,24.8,22.6,23.45,23.5,23.84,8702,2.07,46, -, -
BYKE, EQ, 04-Nov-2022,41.85,43,43.15,42,42.95,42.35,42.53,26534,11.28,277,13652,51.45
CADSYS, SM, 04-Nov-2022,30,31.4,31.5,30.15,30.15,30.15,31.02,6000,1.86,3,2000,33.33
CALSOFT, EQ, 04-Nov-2022,22.15,22.15,23.1,21.85,22.45,22.4,22.28,52832,11.77,284,30512,57.75
CAMLINFINE, EQ, 04-Nov-2022,159.05,159.4,160.45,154.55,154.95,155.25,156.85,236454,370.87,3565,109089,46.14
CAMPUS, EQ, 04-Nov-2022,557.35,557.25,565.3,552.2,553,557.85,559.88,350815,1964.15,15102,121080,34.51
CAMS, EQ, 04-Nov-2022,2473,2485.4,2496.3,2448,2459,2453.4,2465.92,238744,5887.24,16673,146121,61.2
CANBK, EQ, 04-Nov-2022,295.05,295.95,300.5,295.2,297.15,297.1,297.69,11224987,33415.34,68132,2247639,20.02
CANFINHOME, EQ, 04-Nov-2022,521.15,521.15,522.75,511.2,516.5,516.25,516.31,540693,2791.63,15222,141412,26.15
CANTABIL, EQ, 04-Nov-2022,1211.25,1220,1269.65,1214.3,1256.6,1250.3,1238.44,13741,170.17,1561,4840,35.22
CAPACITE, EQ, 04-Nov-2022,161.55,160.8,163.1,159.7,162.8,161.5,161.3,160540,258.95,4822,90639,56.46
CAPLIPOINT, EQ, 04-Nov-2022,738.25,740,742.5,735,740,738.6,738.26,33705,248.83,2850,19360,57.44
CAPTRUST, EQ, 04-Nov-2022,89.85,90,90.1,89,89.95,89.8,89.68,6622,5.94,150,4995,75.43
CARBORUNIV, EQ, 04-Nov-2022,843.95,848.2,848.2,835.65,843,843.3,839.93,27824,233.7,3244,15741,56.57
CAREERP, EQ, 04-Nov-2022,126.7,126.05,130.55,126,128.3,128.4,128.6,13357,17.18,455,6856,51.33
CARERATING, EQ, 04-Nov-2022,496.5,496.55,502.15,494,498,496.75,496.93,78157,388.38,3682,56714,72.56
CARTRADE, EQ, 04-Nov-2022,538.4,542.4,542.4,526.15,527.4,527.6,530.53,70020,371.47,7113,42945,61.33
CASTROLIND, EQ, 04-Nov-2022,122.5,124,126.85,123,125.9,126,125.33,1411957,1769.61,26087,931475,65.97
CCCL, BE, 04-Nov-2022,2,2.1,2.1,2.1,2.1,2.1,2.1,148341,3.12,110, -, -
CCHHL, BE, 04-Nov-2022,7.85,7.95,8.2,7.85,8.05,8.15,8.1,80063,6.48,188, -, -
CCL, EQ, 04-Nov-2022,499.9,502.35,507.35,498,500.35,500.45,502.98,153916,774.16,7405,84113,54.65
CDSL, EQ, 04-Nov-2022,1218.95,1222,1234.5,1209.1,1215,1216.45,1221.16,306199,3739.17,19413,161054,52.6
CEATLTD, EQ, 04-Nov-2022,1509.05,1509,1591.4,1509,1582,1582.3,1564.41,184755,2890.33,13903,64072,34.68
CELEBRITY, EQ, 04-Nov-2022,22.35,22.5,22.65,21.55,21.95,21.95,22.08,272150,60.09,1360,138003,50.71
CENTENKA, EQ, 04-Nov-2022,427.6,429.8,436.55,428.3,435,433.4,431.76,40572,175.17,2187,25799,63.59
CENTEXT, BE, 04-Nov-2022,10.8,10.85,11,10.45,10.9,10.8,10.7,51786,5.54,212, -, -
CENTRALBK, EQ, 04-Nov-2022,21.5,21.6,23.1,21.5,22.65,22.65,22.57,32875796,7419.47,32038,12280896,37.36
CENTRUM, EQ, 04-Nov-2022,23.9,23.7,24.35,23.7,24,24,24.06,88571,21.31,438,61180,69.07
CENTUM, EQ, 04-Nov-2022,641.3,650.85,653,632.6,644.65,640.9,643.03,17494,112.49,1628,6626,37.88
CENTURYPLY, EQ, 04-Nov-2022,592.55,595.55,596.15,586.2,588,587.95,590.11,185730,1096.01,15213,110291,59.38
CENTURYTEX, EQ, 04-Nov-2022,829.9,834,837.9,820,821.95,821.25,826.76,114715,948.42,5412,30739,26.8
CERA, EQ, 04-Nov-2022,5445.25,5472.5,5472.5,5405,5411,5420.45,5428.11,3040,165.01,1172,1725,56.74
CEREBRAINT, EQ, 04-Nov-2022,34.15,34.35,40.95,34.2,40.95,40.95,39.41,2479819,977.31,10163,979076,39.48
CESC, EQ, 04-Nov-2022,76,76.3,76.7,75.7,75.95,75.9,76.09,1365894,1039.31,6146,842623,61.69
CGCL, EQ, 04-Nov-2022,749.2,749,749,738,743,741.4,739.69,115333,853.11,1765,100142,86.83
CGPOWER, EQ, 04-Nov-2022,250.95,250.75,254.8,249.45,251.9,253.65,252.38,835517,2108.66,9338,462389,55.34
CHALET, EQ, 04-Nov-2022,367.55,369.25,377,366,369.75,368.6,371.18,208995,775.74,9219,86170,41.23
CHAMBLFERT, EQ, 04-Nov-2022,310.3,312.1,312.75,306.55,307.2,307.6,308.75,1383571,4271.84,21933,575176,41.57
CHEMBOND, EQ, 04-Nov-2022,198.1,198.1,199.7,194.1,195.15,195.3,197.35,15360,30.31,740,9542,62.12
CHEMCON, EQ, 04-Nov-2022,402.45,402.05,404.35,390.1,398,397.4,395.96,206331,816.98,10126,99238,48.1
CHEMFAB, EQ, 04-Nov-2022,355.05,338,348,337.3,337.3,337.3,339.96,80374,273.24,2183,47354,58.92
CHEMPLASTS, EQ, 04-Nov-2022,374.55,375.55,378.6,357.2,365.35,364.95,365.06,672938,2456.66,16573,349373,51.92
CHENNPETRO, EQ, 04-Nov-2022,205.5,206,209.5,205.55,208.95,209,207.9,539606,1121.86,8147,231652,42.93
CHEVIOT, EQ, 04-Nov-2022,1272.5,1272.45,1272.5,1201.9,1251.95,1251,1238.1,3071,38.02,695,1605,52.26
CHOICEIN, EQ, 04-Nov-2022,289.8,291.6,296,288.1,291,290,291.49,91554,266.87,1971,49370,53.92
CHOLAFIN, EQ, 04-Nov-2022,758.6,762.4,766.8,758,763.35,763.6,762.39,961403,7329.61,32960,262578,27.31
CHOLAHLDNG, EQ, 04-Nov-2022,624.9,628,629.65,613,615,615,615.76,215542,1327.22,14414,185985,86.29
CIGNITITEC, EQ, 04-Nov-2022,595.95,597.45,599.4,588.55,592,592.85,591.52,67625,400.01,4370,31522,46.61
CINELINE, EQ, 04-Nov-2022,111.85,112.8,115,111,112.6,112.5,112.82,25098,28.31,385,17331,69.05
CINEVISTA, EQ, 04-Nov-2022,12.85,13.2,13.2,12.4,12.55,12.6,12.63,20686,2.61,221,9262,44.77
CIPLA, EQ, 04-Nov-2022,1163.1,1167.85,1175.25,1141,1146.05,1146.1,1157.47,1712836,19825.49,61544,532312,31.08
CLEAN, EQ, 04-Nov-2022,1593.7,1599.7,1612.05,1590,1604,1601.95,1601,36238,580.17,4747,16947,46.77
CLEDUCATE, EQ, 04-Nov-2022,154.15,156,157.5,150,150.95,150.9,153.46,45638,70.04,1160,28172,61.73
CLNINDIA, EQ, 04-Nov-2022,413.35,414,417,412.85,413,413.35,414.22,7620,31.56,624,5189,68.1
CLOUD, SM, 04-Nov-2022,360.25,359,366.5,342.25,343,345.85,349.96,227000,794.42,202,121000,53.3
CLSEL, EQ, 04-Nov-2022,108.1,108.1,109,107.2,108.15,107.9,107.8,58091,62.62,969,32776,56.42
CMICABLES, EQ, 04-Nov-2022,23.3,23.15,24,22.9,23.25,23.25,23.3,75727,17.64,574,15878,20.97
CMRSL, SM, 04-Nov-2022,280,272,275,271.1,275,275,274.43,9600,26.34,12,9600,100
CMSINFO, EQ, 04-Nov-2022,340.2,344.9,344.9,333,337,336.75,340.55,614263,2091.9,18649,250664,40.81
COALINDIA, EQ, 04-Nov-2022,246.2,246.7,248.7,245.5,247.2,246.05,246.75,5511411,13599.42,48286,2692338,48.85
COASTCORP, EQ, 04-Nov-2022,277.05,273.5,284.55,271.8,274,273.65,276.17,31317,86.49,1443,17763,56.72
COASTPP, E1, 04-Nov-2022,119.75,129.9,129.9,106.2,115.9,109.8,111.6,4080,4.55,107,3354,82.21
COCHINSHIP, EQ, 04-Nov-2022,590.15,590.15,609.1,590,604.1,604.45,602.1,3199655,19265.16,65835,371952,11.62
COFFEEDAY, EQ, 04-Nov-2022,48.75,48.95,49.45,48.25,48.85,48.8,48.77,1104737,538.74,5171,570617,51.65
COFORGE, EQ, 04-Nov-2022,3794.4,3794.4,3810.65,3722.75,3737.85,3738.1,3746.19,98546,3691.72,12983,25654,26.03
COLPAL, EQ, 04-Nov-2022,1589.1,1593,1606.35,1573.6,1585,1582.95,1584.83,278089,4407.23,17430,186248,66.97
COMPINFO, EQ, 04-Nov-2022,24,24.3,24.85,23.55,24,24.1,24.27,185266,44.96,1082,84052,45.37
COMPUSOFT, EQ, 04-Nov-2022,22.2,22.2,22.45,22,22.2,22.15,22.13,47176,10.44,332,30763,65.21
CONCOR, EQ, 04-Nov-2022,796.05,798,802.9,787.5,795.5,796.05,794.55,770719,6123.71,30275,298086,38.68
CONFIPET, EQ, 04-Nov-2022,71.05,71.3,71.4,69.6,69.9,69.85,70.33,496033,348.85,2994,279721,56.39
CONSOFINVT, EQ, 04-Nov-2022,134,136.6,136.6,133.1,136,134.9,134.66,1331,1.79,41,858,64.46
CONSUMBEES, EQ, 04-Nov-2022,86.59,88,88,86.1,86.45,86.55,86.39,15726,13.59,313,10761,68.43
CONTI, SM, 04-Nov-2022,8.9,9.3,9.3,9.3,9.3,9.3,9.3,3333,0.31,1,3333,100
CONTROLPR, EQ, 04-Nov-2022,434.2,437,444.05,429.5,437.5,438.75,435.23,15402,67.03,693,9214,59.82
CORALFINAC, EQ, 04-Nov-2022,35.45,35.25,36.05,34.8,35.4,35.25,35.21,17094,6.02,185,14696,85.97
CORDSCABLE, EQ, 04-Nov-2022,61.6,62.4,64.3,61.65,63.1,63.2,63.39,48163,30.53,1063,22203,46.1
COROMANDEL, EQ, 04-Nov-2022,983.95,1003,1009,950,954,953.4,967.41,1370009,13253.56,68779,406447,29.67
COSMOFIRST, EQ, 04-Nov-2022,788.35,788.35,791.8,766,770.45,769.75,772.69,28214,218.01,3186,15657,55.49
COUNCODOS, EQ, 04-Nov-2022,3.95,4,4,3.8,3.9,3.9,3.89,49025,1.91,66,33284,67.89
CPSEETF, EQ, 04-Nov-2022,38.61,38.8,38.97,38.45,38.62,38.48,38.62,514363,198.63,2380,200074,38.9
CRAFTSMAN, EQ, 04-Nov-2022,3140.35,3164,3249,3160.8,3183,3195.45,3199.51,54061,1729.69,10304,27510,50.89
CREATIVE, EQ, 04-Nov-2022,496.65,504.9,504.9,481.95,495,494.75,494.53,2857,14.13,158,2046,71.61
CREDITACC, EQ, 04-Nov-2022,973.9,968.4,984.9,968.35,981,980.9,980.36,154663,1516.26,12212,133402,86.25
CREST, EQ, 04-Nov-2022,168.15,173.7,174.9,168.35,174.9,172.2,171.18,6563,11.23,216,4463,68
CRISIL, EQ, 04-Nov-2022,2954,2954.4,2967.75,2913.25,2932,2921.4,2930.01,28122,823.98,5128,16026,56.99
CROMPTON, EQ, 04-Nov-2022,363.45,364,365.35,360.4,363,362.3,362.47,542159,1965.19,29132,339112,62.55
CROWN, EQ, 04-Nov-2022,37.2,36.5,38.8,36.5,37.8,37.8,37.72,3225,1.22,73,485,15.04
CSBBANK, EQ, 04-Nov-2022,229.65,230.8,233,228,228.6,228.6,229.86,198678,456.68,7263,99837,50.25
CSLFINANCE, EQ, 04-Nov-2022,246.1,250,257,245.3,254,253.2,251.37,10176,25.58,178,8870,87.17
CTE, EQ, 04-Nov-2022,64.3,64.9,65.25,62.75,64.5,63.8,64.02,26654,17.06,474,15889,59.61
CUB, EQ, 04-Nov-2022,187.75,188.2,192.5,187.25,190,190.05,190.26,4966475,9449.24,36201,2368077,47.68
CUBEXTUB, EQ, 04-Nov-2022,28.05,28.1,33.3,27.7,31.4,31.35,31.58,376905,119.02,1893,118189,31.36
CUMMINSIND, EQ, 04-Nov-2022,1330.9,1336.25,1349.9,1321.6,1349.9,1331.9,1334.04,485053,6470.79,25131,239308,49.34
CUPID, EQ, 04-Nov-2022,231,231.9,233.05,229.6,231.85,230.65,230.55,11338,26.14,597,6136,54.12
CYBERMEDIA, EQ, 04-Nov-2022,18.7,19.6,19.6,17.8,18.3,18.3,18.4,26108,4.8,128,14129,54.12
CYBERTECH, EQ, 04-Nov-2022,136.7,137.05,137.45,135,135.95,135.55,135.95,20351,27.67,678,12140,59.65
CYIENT, EQ, 04-Nov-2022,731.25,730,736.55,727,734.1,733.3,732.26,277829,2034.43,7367,237467,85.47
DAAWAT, EQ, 04-Nov-2022,118.2,118.9,121.4,115.3,119.95,120,117.91,2314969,2729.65,15592,748406,32.33
DABUR, EQ, 04-Nov-2022,555.9,557.4,560.4,554.15,558.9,557.5,556.43,620438,3452.3,16495,382733,61.69
DALBHARAT, EQ, 04-Nov-2022,1653.7,1657,1750,1653.75,1742,1742.5,1719.54,930606,16002.11,40916,174964,18.8
DALMIASUG, EQ, 04-Nov-2022,327.5,329,333.9,324,326,325.65,328.62,93673,307.83,4312,43493,46.43
